brand,name,seller,reviews_rating_number,reviews_amount,old_money,new_money
SAMSUNG,Smartphone Galaxy S20+ 128gb 8gb Ram 6.7'' Preto Samsung Cor Cosmic black - Excelente (Recondicionado),,3.0,(5),1.395,139
SAMSUNG,Samsung Galaxy S23 256 GB 5G Preto 8 GB RAM,,4.9,(26699),3.349,334
SAMSUNG,Smartphone Samsung Galaxy A02 Tela 6.5 32gb 2gb Ram Azul,,4.5,(6293),699,67
,Xiaomi Redmi Note 8 Dual SIM 128 GB moonlight white 6 GB RAM,,4.7,(882),1.200,120
MOTOROLA,Smartphone Moto G71 5g 128gb 6gb Ram Verde-escuro Motorola - Excelente (Recondicionado),Por Movacel ,5.0,(3),1.299,125
SAMSUNG,Smartphone Galaxy S20 Fe Tela 6.5'' 128gb 6gb Ram Samsung Cor Cloud red,,4.8,(1526),2.199,219
SAMSUNG,Celular Samsung Galaxy S10e Excelente 128gb 6gb Ram Oferta,,,,749,72
,"Smartphone Poco M4 5g Tela 6,58'' 6gb+128gb",,4.8,(44),1.300,
TCL,Smartphone T509k 128gb 505 Tcl,Por Carrefour ,,,692,69
,Smartphone Xiaomi Redmi 14c 4g 8gb Ram 256gb/128gb Dual Sim,,,,880,84
SAMSUNG,Samsung Galaxy A52 Dual SIM 128 GB lilás 6 GB RAM,,4.8,(2323),2.199,219
MOTOROLA,"Smartphone Moto E32 64gb 4gb Ram Tela De 6,5'' Azul Motorola",,4.7,(389),1.113,111
MOTOROLA,Smartphone Moto E6s Tela 6.1 64gb 4gb Ram Azul-navy,,4.6,(957),799,77
MOTOROLA,Smartphone Motorola Moto G34 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) Ai Camera 50mp Nfc - Preto,,4.8,(26659),1.285,124
LG,Smartphone K41s Tela 6.55'' 32gb 3gb Ram Cinza-escuro LG - Bom (Recondicionado),,2.3,(3),435,41
,"Smartphone Nokia C2 Nk010 Tl 5,7 32gb (16+16 Cartão) 1gb Ram Cor Preto",,4.3,(127),589,58
SAMSUNG,Smartphone A11 Tl 6.4 64gb 3gb Ram Preto,,4.7,(2142),829,82
,Smartphone Xiaomi Redmi Note 14 Dual Sim 256gb 8gb,,5.0,(2),1.410,141
MOTOROLA,Smartphone Moto E6s Tela 6.1 64gb 4gb Ram Azul-navy - Aceitável (Recondicionado),,3.9,(9),489,54
,Apple iPhone 12 (64 GB) - Branco,,4.0,(607),2.499,249
SAMSUNG,Smartphone Galaxy A32 Tela 6.4'' 128gb 4gb Ram Azul Samsung,,4.7,(9447),1.649,164
MOTOROLA,Celular Smartphone Motorola Moto G5s 32gb 2ram,,,,329,32
MOTOROLA,Smartphone Moto G54 5g 128gb 4gb Ram Azul Motorola,,4.7,(38820),1.360,131
,Celular Smartphone Redmi. 14c 256/8 Gb  + Brinds,,,,1.009,909
SAMSUNG,Smartphone Samsung Galaxy A25 5g 6.5 Polegadas Octa Core 256,,4.8,(14230),1.598,153
SAMSUNG,"Smartphone Samsung Galaxy A25 8gb Ram, 256gb 4g A256e Cor Azul-escuro",,,,1.798,172
,Celular Smartphone Realme C61 Dual Sim 256/8gb  - C/ Nf,,,,1.024,102
SAMSUNG,"Smartphone Galaxy A53 5g 128gb 8gb Tela 6,5 Preto Samsung",,4.8,(3619),2.154,207
,Smartphone Xiaomi Redmi Note 14 Dual Sim 256gb 8gb + Brinde,,4.7,(3),1.599,159
,Smartphone Para Idoso Vovofone 32gb 4g Icones Grandes Zap,,4.7,(3),670,67
,Celular Smartphone Redmir 14c 256/8 Gb C/nf + Brinds,,4.1,(14),1.699,1.153
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom ,5.0,(1),1.425,727
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom ,,,1.425,727
,Xiaomi Redmi 14c 256gb 16gb Ram Preto Global Garantia Nfe,,,,1.297,1.193
MOTOROLA,Moto G53 5G (50 Mpx/2 Mpx) Dual SIM 128 GB prata 4 GB RAM,,4.7,(7997),1.185,118
,"Smartphone Infinix Note 40 5g, 8 Gb de RAM, 256 Gb de armazenamento, câmera tripla de 108 Mp+ 32 MP, tela de 6,78 FHD+120 Hz, som JBL, bateria de 5000 mAh, carregamento sem fio Gold",,4.5,(141),1.493,149
,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262
,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,(1),1.760,1.249
,"Smartphone Xiaomi Redmi Note 14 5g 12+12gb + 512gb, Preto",,4.5,(6),2.209,220
SAMSUNG,"Smartphone Galaxy S22+ 5g 128gb Tela 6,6 Rosé Samsung",,4.6,(32),3.799,3.229
,Smartphone Realme C75 Dual Sim 256gb/8gb Ram Preto Brindes,,4.9,(9),1.849,1.756
MOTOROLA,"Smartphone Edge 20 6,7'' 128 Gb 8 Gb Ram Branco Motorola",,4.7,(439),2.295,220
,Smartphone Infinix Smart 9 Novo 8gb Ram (4+4gb) 128gb Rom,,,,1.099,846
MOTOROLA,Smartphone Moto G9 Power 6.8'' 128gb 4gb Ram Motorola Cor Purple - Excelente (Recondicionado),,5.0,(1),739,73
,Smartphone Poco X6 Pro 12gb 512gb Lançamento Global Xiaomi,,5.0,(22),2.962,2.518
SAMSUNG,"Samsung Galaxy S25 Ultra 5G, 512GB, 12GB, Câmera Quádrupla - Titânio Azul",,4.9,(289),7.699,769
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola,,4.7,(2576),1.250,125
,Celular Smartphone Redmir 14c 256/8 Gb C/nf + Brinds,,4.1,(14),1.699,1.153
SAMSUNG,Smartphone Galaxy A51 Tela 6.5 128gb 4gb Ram Branco Samsung,,4.7,(1321),1.398,135
,Celular Smartphone Itel A50 6.6'' Hd 4gb Ram 128gb Dual Sim,,,,1.300,780
,Smartphone Redmi 14c 4gb Ram 128gb Global C/nf,,4.2,(5),840,84
,Smartphone Xiaomi Poco X7 Pro 5g 12/256gb Ram Com Nfc Global,,,,2.750,275
,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262
SAMSUNG,"Smartphone Samsung Galaxy Z Fold5 5g, 512gb, 12gb Ram, Tela Infinita De 7.6 Creme",,4.9,(176),4.990,479
,Smartphone Xiaomi Redmi 13c 128gb 4ram Fone Capinha Pelicula,,4.5,(104),1.567,150
SAMSUNG,"Smartphone Samsung Galaxy A72 T.l 6,7 128gb 6gb Ram Violeta",,4.7,(646),2.499,240
,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.680,1.209
,Smartphone Realme C61 Dual Sim 256gb/8gb + Brinde,,4.7,(3),1.430,1.258
,Smartphone Xiaomí Redmi 12 Preto 128/4gb + E Fone,,4.4,(55),899,89
,"Smartphone Nokia 5.4 Nk025 Tela 6,39'' 128gb 4gb Ram Azul",,4.2,(244),965,93
MOTOROLA,"Smartphone Edge 20 Lite 6,7'' 128gb 6gb Grafite Motorola",,4.7,(366),1.799,179
MOTOROLA,Smartphone Motorola Moto G31 128gb Cinza - Excelente (Recondicionado),,,,759,75
,Smartphone Xiaomi Note 13 6 Gb Ram Versão Global 128 Gb Rom,,5.0,(1),1.329,128
SAMSUNG,Samsung Galaxy S22 5G 128 GB Rose 8GB RAM,,3.7,(3),2.999,299
SAMSUNG,Celular Samsung S21 Fe,,4.6,(36),2.199,211
,Xiaomi Redmi Note 13 Pro 5G Dual SIM 512 GB branco 16 GB RAM,,4.7,(5031),2.565,256
,Celular Xiaomi Poco X6 Pro 5g 512gb 12gb + Exclusivo! Cor Preto,,4.8,(216),2.259,217
MOTOROLA,Smartphone G60 Tela 6.8'' 128gb 6gb Ram Champagne Motorola - Excelente (Recondicionado),,4.0,(6),1.180,1.097
SAMSUNG,Smartphone Samsung Galaxy A10s Tela De 6.2 32gb 2gb Ram Azul,,4.6,(2823),928,92
LG,"Smartphone LG X Cam Rose Gold 16gb, Android 6.0, 4g - Excelente (Recondicionado)",,,,425,53
SAMSUNG,Smartphone Samsung Galaxy A23 6.6'' 128gb 4gb Ram Azul,,4.7,(2430),1.489,148
SAMSUNG,Samsung Galaxy A31 Dual SIM 128 GB prism crush black 6 GB RAM - Excelente (Recondicionado),,3.6,(10),759,76
SAMSUNG,Smartphone Samsung Galaxy A12 64gb Preto,,3.9,(17),569,56
MOTOROLA,Motorola Moto G52 128gb Azul Bom - Trocafone - Celular Usado,Por Trocafone ,,,669,64
,Smartphone Realme C61 256 Gb 8 Gb Ram,,,,1.220,1.159
,Nokia G21 128 GB nordic blue 4 GB RAM,,4.6,(56),1.260,126
SAMSUNG,Smartphone Samsung Galaxy A01 32gb 2gb Ram Tela 5.7 Android Cor Vermelho - Excelente (Recondicionado),,3.3,(23),449,56
,"Smartphone Poco M4 5g Tela 6,58'' 6gb+128gb - Excelente (Recondicionado)",,5.0,(3),898,89
,"Smartphone Xiaomi Redmi Note 10 Pro Tela 6,67 6gb/128gb Cor Cinza Tamanho U",,4.8,(690),2.999,299
,Smartphone Xiaomi Redmi Note 14 Dual Sim 256gb 8gb,,5.0,(1),1.410,141
,Xiaomi Redmi Note 12 4G Dual SIM 256 GB Onyx Gray 8 GB RAM,,4.7,(3781),1.290,124
,Nokia 110 4G Dual SIM 128 MB Violeta 48 MB RAM,,4.3,(123),223,21
,"Smartphone Positivo Twist 5 Pro 64gb 2gb 6,26'' Black Rubber",,4.3,(547),615,61
SAMSUNG,Samsung Smartphone Sm-a042m Dual Sim 64gb 3gb Ram,,,,550,55
,Smartphone Redmi 14c 4gb Ram 128gb Global C/nf,,4.0,(7),810,81
,Celular Smartphone C75 Dual Sim 256gb 8gb Ram 50mpx + Nfc,,,,1.699,169
,Smartphone Infinix Note 40 5g 256gb 16gb Ram Preto,,5.0,(1),1.699,169
,Celular Smartphone Xiaomi Redmi 13c 8gb 256gb,,5.0,(1),1.250,125
,Smartphone Xiaomi Redmi Note 14 Dual Sim 128gb 6gb Envio Br,,5.0,(1),1.250,125
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom ,,,1.499,773
,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,(1),1.760,1.249
,Smartphone Xiaomi Redmi Note 13 8+256g 4g Global +fone + RLG,,4.4,(12),1.789,1.517
,Smartphone Xiaomi Poco C75 4g Dual Sim 128gb 6gb Ram Nfc,,,,829,80
,Smartphone Xiaomi Redmi 256gb 16gb Dual Sim,,4.9,(13),1.133,113
,Smartphone Xiaomi Poco C75 Dual Sim 128gb/6gb (lançamento),,,,1.889,1.133
,Celular Smartphone C75 Dual Sim 256gb 8gb Ram 50mpx Com Nfc,,4.2,(6),1.600,1.440
MOTOROLA,Smartphone Motorola Moto E20 Cinza 32gb 2ram Dual Chip,,,,535,51
MOTOROLA,Motorola Moto E22 Dual SIM 64 GB azul 4 GB RAM,,4.6,(36125),799,79
,Smartphone Xiaomi Redmi A3x 128gb 4gb Ram Tela 6.71 Dual Sim Cor Verde-claro,,4.7,(276),730,70
,Smartphone Infinix Hot 50i 4gb Ram 256gb 4g Free Fire Gamer,,5.0,(1),849,84
,Xiaomi Redmi 12 Nfc Dual Sim 128gb 4gb Ram Global - Indicado,,,,1.297,959
,Redmi Note 13 Pro Rede 4g Dual Sim 8gb Ram 256gb Global+nfe Cor Azul,,4.5,(66),1.884,181
,Smartphone Xioami Redmi 14c 256gb 8gb Verde,,5.0,(3),1.149,111
,Smartphone Multilaser M23 Dual Sim Tela De 6.5 8gb Ram 128gb Preto,,,,925,89
,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262
,Celular Smartphone Redmir 14c 256/8 Gb C/nf + Brinds,,4.1,(14),1.699,1.153
,Celular Smartphone Realme Note 60 Dual Sim 128gb 4gb Ram,,5.0,(1),1.010,777
,Smartphone Xiaomi Poco C75 8gb 256gb Global Nfc Lançamento,,,,1.387,1.026
,Smartphone Realme C75 Dual Sim 256gb/8gb Ram Gold,,,,1.465,146
,Smartphone Blackberry Curve 9320 - Desbloqueado Cor Preto,,,,897,89
,Smartphone Xiaomi Note 14 4g 8/256 Gb Azul Versão Global,,,,1.537,153
,Nokia G11 Plus Dual SIM 64 GB charcoal grey 4 GB RAM,,4.3,(18),1.019,101
,Smartphone Papaifone 32gb 1gb Ram Botão Sos Redes Sociais ,,,,477,46
,"Smartphone LG K22 Plus Tela 6,2 64gb 3gb Ram Android Titânio - Excelente (Recondicionado)",,3.9,(7),527,
,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb Nf + Brindes,,5.0,(1),1.539,1.299
,Smartphone Xiaomi Redmi Note 13 8+256g 4g Global +fone + RLG,,4.4,(12),1.789,1.517
,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Roxo Global 4g,,,,910,88
,Smartphone Realme C75 Dual Sim 256gb/8gb Ram Preto,,,,1.465,146
,Smartphone Multilaser M23 Dual Sim Tela De 6.5 8gb Ram 128gb Preto,,,,925,89
,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Azul Global 4g Lac,,,,964,93
MOTOROLA,Smartphone Motorola Moto G 5g 128gb 6gb Ram Preto Excelente,,5.0,(1),1.399,839
,Celular Smartphone Xiaomi Redmi 13c Dual Sim 256gb 8gb Ram,,4.4,(480),1.149,114
LG,Smartphone LG G3 D855 16gb Titanium 2 Gb Ram - Excelente (Recondicionado),Por Movacel ,,,399,39
,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc+ Fone +capinha,,,,1.699,1.189
MOTOROLA,Motorola Moto G52 128gb Azul Bom - Trocafone - Usado,Por Trocafone ,2.7,(6),669,66
,Smartphone Realme C65 8gb 256gb - Lançamento 2025,,,,1.999,1.239
,Smartphone Xiaomi Poco C75 8/256gb Dourado Lacrado 2025,,,,1.619,1.302
SAMSUNG,Samsung Galaxy S21 Ultra 5G 5G Dual SIM 512 GB preto 16 GB RAM - Excelente (Recondicionado),,4.3,(6),3.138,313
,Smartphone Fossibot F109 24/256gb Resistente 5g Cat S52,,5.0,(1),4.200,3.612
,Smartphone Motorola Moto E13 32gb 2g Ram Grafite - Excelente (Recondicionado),,5.0,(2),659,
MOTOROLA,Smartphone G20 64gb 4gb Ram Tela 6.5'' Rosa - Bom Rosa Pink,,,,590,59
,Smartphone Xiaomi Poco X5 128gb Verde,,5.0,(1),1.796,
,Smatphone Samsung A15 128gb Azul Claro Cor Azul-claro,,,,800,
,Smartphone Moto G100 256gb 12gb Ram Luminous Sky,,4.7,(261),9.000,
,Smartphone Xiaomi 13 Lite Black 256gb Dual Sim 8gb Ram,,4.4,(34),2.999,
,Celular Realme 13+ 5g Dual Sim 512 Gb 12 Gb Ram Com Nfc Smartphone Roxo,,4.8,(53),2.440,
SAMSUNG,Smartphone Samsung Galaxy Z Flip3 5g 128gb 8 Gb Ram - Verde - Excelente (Recondicionado),Por Movacel ,5.0,(12),2.399,240
SAMSUNG,"Smartphone Samsung Galaxy M34 5g, 128gb, 6gb, Tela 6.5 Cor Prata",,4.8,(6046),2.399,230
LG,"Smartphone LG K40s 32gb 4g Octa-core 3gb Ram Tela 6,1 Preto - Bom (Recondicionado)",Por Fixcomm ,,,731,628
LG,"Smartphone K62 4g Tela 6,6 64gb 4gb Ram Azul LG - Bom (Recondicionado)",,,,605,60
MOTOROLA,Smartphone Moto G71 5g 128gb 6gb Ram Verde-escuro Motorola,,4.6,(758),1.598,159
,Smartphone Poco C75 8/256gb V. Global + Brinde Fone Airdots,,5.0,(1),1.039,103
,Celular Realme 12+ 5g 256gb Dual Sim 8 Gb Ram Nfc Smartphone,,,,2.000,192
LG,"Smartphone K62+ 4g Tela 6,6' 128gb 4gb Ram Branco LG - Excelente (Recondicionado)",,2.3,(3),878,87
SAMSUNG,Smartphone Samsung Galaxy S23 Ultra 5g 512gb 12gb Ram Dual Cor Grafite - Bom (Recondicionado),Por Trocafy ,5.0,(2),4.259,3.918
